symbol,direction,setup_type,entry_price,sl_price,tp_price,confidence,entry_time,exit_time,exit_price,exit_reason,pnl_pips,rr_achieved,killzone,htf_bias,sniper_passed,sniper_skip_reason,partial_taken,trail_count,be_applied,peak_r
GBPJPY,SELL,LH_LL_CONTINUATION,199.00300,198.99675,197.74600,0.850,2025-09-02 12:30,2025-09-02 14:15,198.90700,GIVEBACK_GUARD,11.34,18.14,NY_OPEN,NEUTRAL,True,,True,0,True,55.36
GBPJPY,SELL,LH_LL_CONTINUATION,198.61400,198.73000,198.35450,0.850,2025-09-02 16:00,2025-09-02 16:45,198.73000,SL_HIT,-11.60,-1.00,LONDON_CLOSE,NEUTRAL,True,,False,0,False,0.00
GBPJPY,SELL,LH_LL_CONTINUATION,199.50500,199.59600,199.25150,0.850,2025-09-22 12:00,2025-09-22 12:30,199.59600,SL_HIT,-9.10,-1.00,NY_OPEN,NEUTRAL,True,,False,0,False,0.00
GBPJPY,SELL,LH_LL_CONTINUATION,202.57500,202.34685,202.32150,0.850,2025-10-07 12:15,2025-10-07 14:15,202.34685,TRAILED_SL,16.33,27.21,NY_OPEN,BUY,True,,True,1,True,54.17
GBPJPY,BUY,LIQUIDITY_SWEEP_REVERSAL,201.63100,201.64375,202.69701,0.950,2025-10-14 15:45,2025-10-14 16:30,201.74100,GIVEBACK_GUARD,19.70,15.45,LONDON_CLOSE,SELL,True,,True,0,True,24.94
GBPJPY,SELL,LH_LL_CONTINUATION,203.76300,203.72385,203.71950,0.750,2025-10-23 09:45,2025-10-23 10:00,203.72385,TRAILED_SL,3.92,2.21,LONDON_OPEN,BUY,True,,False,1,False,3.49
GBPJPY,SELL,LH_LL_CONTINUATION,206.46000,206.61600,206.14650,0.850,2025-12-04 13:45,2025-12-04 15:30,206.61600,SL_HIT,-15.60,-1.00,NY_OPEN,BUY,True,,False,0,False,0.00
GBPJPY,SELL,LIQUIDITY_SWEEP_REVERSAL,207.74400,207.73005,206.60152,1.000,2025-12-16 16:30,2025-12-16 17:45,207.60600,GIVEBACK_GUARD,22.26,15.96,LONDON_CLOSE,NEUTRAL,True,,True,0,True,26.45
GBPJPY,SELL,LH_LL_CONTINUATION,208.05100,208.13700,207.86500,0.850,2025-12-18 13:30,2025-12-18 14:00,208.13700,SL_HIT,-8.60,-1.00,NY_OPEN,BUY,True,,False,0,False,0.00
GBPJPY,SELL,LH_LL_CONTINUATION,211.18500,211.35300,210.70800,1.000,2026-01-02 17:00,2026-01-02 17:30,211.35300,SL_HIT,-16.80,-1.00,LONDON_CLOSE,NEUTRAL,True,,False,0,False,0.00
GBPJPY,SELL,LH_LL_CONTINUATION,210.75900,210.75185,210.36300,0.900,2026-01-08 13:45,2026-01-08 15:30,210.67200,GIVEBACK_GUARD,12.06,16.87,NY_OPEN,SELL,True,,True,0,True,20.56
GBPJPY,SELL,LH_LL_CONTINUATION,211.95900,212.02400,211.69200,0.850,2026-01-16 13:15,2026-01-16 14:00,212.02400,SL_HIT,-6.50,-1.00,NY_OPEN,SELL,True,,False,0,False,0.00
GBPJPY,SELL,LH_LL_CONTINUATION,210.56900,210.72200,210.19850,0.900,2026-01-28 16:15,2026-01-28 16:30,210.72200,SL_HIT,-15.30,-1.00,LONDON_CLOSE,SELL,True,,False,0,False,0.00
GBPJPY,SELL,LH_LL_CONTINUATION,209.76700,209.90600,208.55650,0.900,2026-02-11 12:15,2026-02-11 12:30,209.90600,SL_HIT,-13.90,-1.00,NY_OPEN,SELL,True,,False,0,False,0.00
GBPJPY,SELL,LH_LL_CONTINUATION,208.59500,208.70700,207.52100,0.900,2026-02-12 09:30,2026-02-12 09:45,208.70700,SL_HIT,-11.20,-1.00,LONDON_OPEN,SELL,True,,False,0,False,0.00
GBPJPY,SELL,LH_LL_CONTINUATION,208.65200,208.65648,208.55900,0.750,2026-02-18 12:45,2026-02-18 13:00,208.65648,SL_HIT,-0.45,-1.00,NY_OPEN,NEUTRAL,True,,False,0,False,16.07
GBPJPY,SELL,LH_LL_CONTINUATION,208.67400,208.75800,208.41450,0.850,2026-02-20 08:30,2026-02-20 08:45,208.75800,SL_HIT,-8.40,-1.00,LONDON_OPEN,BUY,True,,False,0,False,0.00
GBPJPY,SELL,LIQUIDITY_SWEEP_REVERSAL,209.59400,209.85000,208.50445,1.000,2026-03-05 10:00,2026-03-05 11:00,209.85000,SL_HIT,-25.60,-1.00,LONDON_OPEN,SELL,True,,False,0,False,0.00
